respondent_id,age,gender,state,location_type,family_income,education_level,stream,board,academic_performance,career_clarity,urgency,decision_maker,primary_info_source,past_career_spend,career_domain_interest,preferred_feature,motivation,fear_score,risk_score,wtp_monthly,wtp_onetime,platform_adoption,persona_label
R1739,21,Male,Uttar Pradesh,Tier-2,₹5–10L,Class 11-12,Science PCM,IB,60–70%,Somewhat unclear,6–12 months,Both equally,Online Platforms,Career counsellor,Law,1-on-1 mentorship,Passion/Interest,5,3,331.0,1220.0,No,Anxious Achiever
R1740,22,Female,West Bengal,Tier-3,₹5–10L,Class 11-12,Vocational,CBSE,70–80%,Not clear at all,3–6 months,Parents,YouTube,Coaching classes,Finance/Banking,1-on-1 mentorship,Financial security,3,2,262.0,1066.0,No,Confused Drifter
R1741,17,Male,Bihar,Rural,₹2–5L,Working Professional,Not Applicable,State Board,Above 90%,Somewhat clear,3–6 months,Parents,YouTube,Online courses,Arts/Design,Scholarship finder,Financial security,4,4,207.0,826.0,Yes,Anxious Achiever
R1742,19,Male,Karnataka,Tier-3,₹5–10L,Class 11-12,Science PCM,State Board,60–70%,Somewhat unclear,6–12 months,Myself,YouTube,Coaching classes,Engineering/Tech,1-on-1 mentorship,Passion/Interest,2,2,301.0,1200.0,No,Anxious Achiever
R1743,19,Male,Uttar Pradesh,Tier-2,₹2–5L,Undergraduate,Science PCB,CBSE,Below 60%,Somewhat unclear,Within 3 months,Parents,YouTube,Coaching classes,Medicine/Healthcare,AI career roadmap,Financial security,2,1,285.0,1228.0,Yes,Anxious Achiever
R1744,16,Female,Other,Rural,₹10–20L,Postgraduate,Science PCM,CBSE,60–70%,Not clear at all,6–12 months,Both equally,YouTube,Nothing,Business/Management,College matchmaking,Family expectations,3,1,161.0,675.0,Yes,Passive Explorer
R1745,18,Female,Tamil Nadu,Rural,₹5–10L,Undergraduate,Science PCM,CBSE,Above 90%,Not clear at all,More than 2 years,Both equally,Family/Friends,Nothing,Engineering/Tech,Entrance exam navigator,Social status,5,2,158.0,508.0,No,Passive Explorer
R1746,24,Female,Bihar,Tier-3,Above ₹20L,Undergraduate,Arts/Humanities,CBSE,60–70%,Somewhat unclear,Within 3 months,Parents,YouTube,Coaching classes,Business/Management,AI career roadmap,Social status,5,1,474.0,1528.0,Yes,Anxious Achiever
R1747,17,Male,Maharashtra,Metro,Above ₹20L,Class 11-12,Science PCB,IB,80–90%,Not clear at all,More than 2 years,Parents,School Counsellor,Nothing,Medicine/Healthcare,AI career roadmap,Financial security,4,1,331.0,1087.0,Yes,Passive Explorer
R1748,16,Male,Rajasthan,Tier-3,₹5–10L,Working Professional,Science PCM,ICSE,70–80%,Somewhat unclear,3–6 months,Parents,Family/Friends,Online courses,Engineering/Tech,AI career roadmap,Financial security,5,2,337.0,880.0,Yes,Anxious Achiever
R1749,15,Male,Bihar,Tier-2,Above ₹20L,Working Professional,Science PCM,CBSE,70–80%,Not clear at all,1–2 years,Parents,Family/Friends,Online courses,Engineering/Tech,1-on-1 mentorship,Family expectations,5,4,443.0,1703.0,No,Confused Drifter
R1750,20,Male,Other,Tier-2,Below ₹2L,Working Professional,Science PCM,State Board,Above 90%,Somewhat clear,1–2 years,Both equally,YouTube,Online courses,Engineering/Tech,AI career roadmap,Financial security,3,4,226.0,955.0,Yes,Career Switcher
R1751,19,Male,Telangana,Tier-3,₹2–5L,Working Professional,Science PCB,CBSE,80–90%,Somewhat unclear,3–6 months,Parents,YouTube,Coaching classes,Medicine/Healthcare,Entrance exam navigator,Passion/Interest,2,4,245.0,1162.0,No,Anxious Achiever
R1752,17,Male,Andhra Pradesh,Metro,₹10–20L,Undergraduate,Science PCB,CBSE,80–90%,Not clear at all,6–12 months,Both equally,YouTube,Nothing,Science Research,1-on-1 mentorship,Passion/Interest,3,1,371.0,1461.0,No,Confused Drifter
R1753,18,Male,Punjab,Tier-2,₹5–10L,Undergraduate,Science PCM,ICSE,60–70%,Somewhat clear,Within 3 months,Both equally,School Counsellor,Career counsellor,Arts/Design,1-on-1 mentorship,Family expectations,3,3,367.0,1194.0,Yes,Career Switcher
R1754,15,Male,Telangana,Tier-2,₹2–5L,Class 11-12,Not Applicable,State Board,Above 90%,Very clear,Within 3 months,Both equally,Family/Friends,Exam prep material,Government/UPSC,AI career roadmap,Social status,3,2,385.0,1023.0,Yes,Focused Climber
R1755,18,Male,Bihar,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,State Board,70–80%,Very clear,More than 2 years,Parents,YouTube,Online courses,Arts/Design,1-on-1 mentorship,Financial security,2,1,339.0,1343.0,Yes,Focused Climber
R1756,20,Female,Uttar Pradesh,Tier-2,₹2–5L,Class 11-12,Commerce,ICSE,60–70%,Somewhat clear,6–12 months,Myself,School Counsellor,Online courses,Science Research,1-on-1 mentorship,Financial security,4,4,305.0,784.0,Yes,Career Switcher
R1757,23,Male,Andhra Pradesh,Tier-3,Above ₹20L,Postgraduate,Science PCM,ICSE,80–90%,Somewhat unclear,3–6 months,Both equally,YouTube,Coaching classes,Law,College matchmaking,Unclear,5,3,510.0,1371.0,Yes,Anxious Achiever
R1758,16,Female,Kerala,Tier-2,Below ₹2L,Class 11-12,Commerce,ICSE,60–70%,Not clear at all,6–12 months,Both equally,Family/Friends,Exam prep material,Education/Teaching,1-on-1 mentorship,Unclear,3,2,173.0,449.0,No,Confused Drifter
R1759,15,Female,Punjab,Metro,Below ₹2L,Class 11-12,Science PCB,CBSE,80–90%,Not clear at all,6–12 months,Parents,Family/Friends,Online courses,Education/Teaching,Entrance exam navigator,Financial security,5,1,184.0,596.0,Yes,Confused Drifter
R1760,22,Female,Tamil Nadu,Tier-2,₹10–20L,Undergraduate,Arts/Humanities,State Board,80–90%,Somewhat clear,More than 2 years,Parents,YouTube,Career counsellor,Government/UPSC,1-on-1 mentorship,Unclear,1,4,506.0,1535.0,Yes,Career Switcher
R1761,18,Male,Uttar Pradesh,Rural,Below ₹2L,Undergraduate,Science PCB,CBSE,Above 90%,Somewhat unclear,6–12 months,Myself,Online Platforms,Career counsellor,Engineering/Tech,College matchmaking,Social status,4,3,228.0,1124.0,No,Anxious Achiever
R1762,22,Male,Maharashtra,Rural,₹5–10L,Class 11-12,Commerce,ICSE,60–70%,Not clear at all,More than 2 years,Myself,Social Media,Career counsellor,Business/Management,Skill assessment,Family expectations,3,1,117.0,304.0,Yes,Passive Explorer
R1763,19,Female,Tamil Nadu,Tier-3,₹2–5L,Class 11-12,Science PCM,CBSE,Above 90%,Somewhat unclear,Within 3 months,Both equally,YouTube,Nothing,Engineering/Tech,1-on-1 mentorship,Social status,4,3,284.0,739.0,Yes,Anxious Achiever
R1764,23,Male,Haryana,Tier-2,₹5–10L,Postgraduate,Vocational,CBSE,60–70%,Not clear at all,6–12 months,Teachers/Counsellor,YouTube,Nothing,Business/Management,1-on-1 mentorship,Social status,3,2,252.0,1197.0,Yes,Passive Explorer
R1765,18,Female,Other,Tier-2,₹5–10L,Undergraduate,Science PCM,CBSE,80–90%,Very clear,6–12 months,Myself,Online Platforms,Exam prep material,Engineering/Tech,1-on-1 mentorship,Social status,1,4,473.0,1706.0,No,Focused Climber
R1766,16,Female,West Bengal,Tier-2,₹2–5L,Undergraduate,Vocational,State Board,80–90%,Somewhat clear,6–12 months,Parents,Social Media,Online courses,Government/UPSC,1-on-1 mentorship,Financial security,3,3,242.0,939.0,Yes,Career Switcher
R1767,19,Male,West Bengal,Tier-3,₹2–5L,Undergraduate,Commerce,CBSE,60–70%,Not clear at all,3–6 months,Parents,Career Books,Nothing,Engineering/Tech,College matchmaking,Unclear,3,2,148.0,617.0,Yes,Passive Explorer
R1768,19,Female,West Bengal,Metro,₹2–5L,Undergraduate,Not Applicable,CBSE,70–80%,Somewhat unclear,Within 3 months,Both equally,YouTube,Career counsellor,Government/UPSC,Entrance exam navigator,Financial security,2,4,332.0,1224.0,Yes,Anxious Achiever
R1769,24,Male,Uttar Pradesh,Rural,₹2–5L,Class 11-12,Science PCM,CBSE,70–80%,Somewhat unclear,More than 2 years,Both equally,YouTube,Coaching classes,Engineering/Tech,1-on-1 mentorship,Social status,5,3,202.0,925.0,Yes,Anxious Achiever
R1770,18,Female,Maharashtra,Metro,₹5–10L,Class 11-12,Commerce,ICSE,80–90%,Very clear,More than 2 years,Both equally,YouTube,Coaching classes,Business/Management,Entrance exam navigator,Family expectations,3,2,567.0,2052.0,No,Focused Climber
R1771,21,Female,Maharashtra,Tier-3,₹5–10L,Undergraduate,Vocational,CBSE,70–80%,Somewhat clear,6–12 months,Myself,Online Platforms,Nothing,Education/Teaching,College matchmaking,Family expectations,3,5,342.0,1348.0,Yes,Career Switcher
R1772,24,Male,Bihar,Metro,₹2–5L,Working Professional,Commerce,State Board,70–80%,Somewhat clear,More than 2 years,Both equally,Online Platforms,Coaching classes,Engineering/Tech,AI career roadmap,Financial security,4,4,333.0,1221.0,No,Career Switcher
R1773,24,Female,Kerala,Tier-2,₹2–5L,Postgraduate,Science PCB,State Board,80–90%,Somewhat unclear,Within 3 months,Parents,Family/Friends,Online courses,Science Research,1-on-1 mentorship,Financial security,4,3,281.0,1305.0,Yes,Anxious Achiever
R1774,19,Male,Karnataka,Tier-3,₹5–10L,Postgraduate,Science PCM,State Board,Above 90%,Not clear at all,6–12 months,Both equally,YouTube,Online courses,Engineering/Tech,College matchmaking,Passion/Interest,4,2,183.0,584.0,No,Passive Explorer
R1775,22,Female,Uttar Pradesh,Rural,₹10–20L,Class 11-12,Arts/Humanities,CBSE,Above 90%,Somewhat clear,3–6 months,Myself,School Counsellor,Nothing,Law,AI career roadmap,Passion/Interest,2,4,429.0,1389.0,Yes,Career Switcher
R1776,18,Male,Maharashtra,Tier-2,,Class 11-12,Commerce,Other,Below 60%,Somewhat clear,Within 3 months,Parents,YouTube,Online courses,Business/Management,College matchmaking,Financial security,3,5,393.0,1895.0,Yes,Career Switcher
R1777,16,Male,Other,Tier-3,₹2–5L,Class 11-12,Science PCM,ICSE,80–90%,Somewhat clear,6–12 months,Both equally,Career Books,Coaching classes,Engineering/Tech,College matchmaking,Family expectations,2,5,276.0,1309.0,Yes,Career Switcher
R1778,15,Male,Telangana,Tier-3,₹2–5L,Class 11-12,Not Applicable,CBSE,80–90%,Not clear at all,3–6 months,Myself,School Counsellor,Coaching classes,Medicine/Healthcare,1-on-1 mentorship,Family expectations,5,1,227.0,863.0,No,Confused Drifter
R1779,21,Male,Uttar Pradesh,Tier-2,₹2–5L,Class 11-12,Arts/Humanities,ICSE,80–90%,Somewhat unclear,3–6 months,Parents,School Counsellor,Coaching classes,Education/Teaching,College matchmaking,Financial security,5,3,264.0,903.0,No,Anxious Achiever
R1780,18,Female,Uttar Pradesh,Tier-2,₹5–10L,Class 9-10,Commerce,State Board,70–80%,Not clear at all,6–12 months,Both equally,Family/Friends,Coaching classes,Business/Management,Scholarship finder,Unclear,4,1,222.0,603.0,Yes,Passive Explorer
R1781,16,Male,Other,Metro,₹5–10L,Undergraduate,Arts/Humanities,ICSE,70–80%,Very clear,Within 3 months,Both equally,YouTube,Online courses,Arts/Design,AI career roadmap,Social status,2,3,484.0,1807.0,Yes,Focused Climber
R1782,16,Female,Madhya Pradesh,Tier-2,₹2–5L,Undergraduate,Commerce,IB,80–90%,Very clear,Within 3 months,Both equally,Online Platforms,Coaching classes,Business/Management,1-on-1 mentorship,Social status,4,2,444.0,1179.0,Yes,Focused Climber
R1783,21,Male,Maharashtra,Tier-2,₹10–20L,Class 9-10,Arts/Humanities,ICSE,60–70%,Somewhat unclear,1–2 years,Both equally,YouTube,Exam prep material,Government/UPSC,Scholarship finder,Passion/Interest,4,1,403.0,1656.0,Yes,Anxious Achiever
R1784,16,Female,Karnataka,Tier-2,₹5–10L,Postgraduate,Arts/Humanities,State Board,80–90%,Very clear,6–12 months,Both equally,School Counsellor,Coaching classes,Engineering/Tech,1-on-1 mentorship,Financial security,3,4,432.0,1588.0,Yes,Focused Climber
R1785,23,Female,Rajasthan,Tier-2,,Undergraduate,Commerce,State Board,60–70%,Not clear at all,Within 3 months,Both equally,Online Platforms,Coaching classes,Business/Management,Skill assessment,Social status,5,4,308.0,831.0,Yes,Anxious Achiever
R1786,19,Male,Rajasthan,Tier-2,₹2–5L,Class 11-12,Science PCB,ICSE,Above 90%,Somewhat unclear,More than 2 years,Teachers/Counsellor,YouTube,Exam prep material,Business/Management,1-on-1 mentorship,Passion/Interest,5,4,262.0,1025.0,No,Anxious Achiever
R1787,18,Female,West Bengal,Tier-3,Above ₹20L,Class 11-12,Commerce,State Board,60–70%,Not clear at all,6–12 months,Relatives,Social Media,Online courses,Engineering/Tech,AI career roadmap,Unclear,4,1,337.0,1614.0,Yes,Confused Drifter
R1788,24,Male,Maharashtra,Rural,₹5–10L,Undergraduate,Not Applicable,State Board,70–80%,Not clear at all,3–6 months,Both equally,YouTube,Nothing,Government/UPSC,Scholarship finder,Financial security,3,4,224.0,789.0,No,Confused Drifter
R1789,20,Female,Karnataka,Tier-2,₹2–5L,Postgraduate,Arts/Humanities,CBSE,Above 90%,Somewhat clear,3–6 months,Myself,School Counsellor,Exam prep material,Arts/Design,1-on-1 mentorship,Passion/Interest,3,2,319.0,1381.0,Yes,Career Switcher
R1790,20,Female,West Bengal,Metro,Below ₹2L,Class 9-10,Science PCB,ICSE,80–90%,Somewhat unclear,6–12 months,Myself,Family/Friends,Nothing,Business/Management,AI career roadmap,Financial security,4,3,195.0,505.0,Yes,Anxious Achiever
R1791,17,Male,Other,Metro,₹2–5L,Class 9-10,Not Applicable,CBSE,Above 90%,Somewhat unclear,3–6 months,Both equally,School Counsellor,Coaching classes,Arts/Design,College matchmaking,Financial security,4,1,307.0,1491.0,Yes,Anxious Achiever
R1792,17,Female,West Bengal,Metro,₹2–5L,Class 9-10,Science PCM,Other,60–70%,Not clear at all,6–12 months,Both equally,Social Media,Nothing,Engineering/Tech,Entrance exam navigator,Unclear,4,2,208.0,561.0,No,Confused Drifter
R1793,20,Female,Other,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,ICSE,60–70%,Not clear at all,6–12 months,Parents,YouTube,Nothing,Arts/Design,AI career roadmap,Social status,4,2,218.0,548.0,No,Confused Drifter
R1794,23,Female,Bihar,Tier-3,Below ₹2L,Undergraduate,Arts/Humanities,CBSE,80–90%,Somewhat unclear,1–2 years,Relatives,School Counsellor,Nothing,Business/Management,Entrance exam navigator,Social status,5,1,205.0,813.0,No,Anxious Achiever
R1795,20,Male,Andhra Pradesh,Rural,,Class 11-12,Not Applicable,CBSE,80–90%,Not clear at all,3–6 months,Both equally,School Counsellor,Nothing,Government/UPSC,AI career roadmap,Unclear,5,1,140.0,628.0,No,Passive Explorer
R1796,24,Prefer not to say,Uttar Pradesh,Tier-2,Below ₹2L,Class 11-12,Science PCB,CBSE,70–80%,Somewhat clear,6–12 months,Myself,YouTube,Coaching classes,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,2,4,190.0,899.0,No,Career Switcher
R1797,20,Male,Uttar Pradesh,Tier-2,₹5–10L,Postgraduate,Science PCM,State Board,Above 90%,Not clear at all,6–12 months,Myself,Online Platforms,Nothing,Business/Management,AI career roadmap,Passion/Interest,4,2,228.0,763.0,No,Confused Drifter
R1798,20,Male,Maharashtra,Metro,Below ₹2L,Postgraduate,Arts/Humanities,CBSE,80–90%,Somewhat clear,More than 2 years,Relatives,Online Platforms,Coaching classes,Government/UPSC,1-on-1 mentorship,Financial security,3,3,301.0,796.0,No,Career Switcher
R1799,24,Male,Maharashtra,Tier-3,₹2–5L,Class 11-12,Science PCB,ICSE,Above 90%,Very clear,3–6 months,Both equally,YouTube,Coaching classes,Government/UPSC,College matchmaking,Passion/Interest,4,1,358.0,1684.0,Yes,Focused Climber
R1800,21,Male,Other,Tier-2,₹10–20L,Postgraduate,Vocational,State Board,60–70%,Somewhat clear,3–6 months,Myself,YouTube,Coaching classes,Arts/Design,AI career roadmap,Passion/Interest,3,3,530.0,1434.0,Yes,Career Switcher
R1801,22,Male,Telangana,Tier-3,₹5–10L,Undergraduate,Not Applicable,State Board,70–80%,Very clear,More than 2 years,Teachers/Counsellor,Career Books,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,4,4,362.0,1252.0,Yes,Focused Climber
R1802,19,Male,Uttar Pradesh,Tier-2,Below ₹2L,Class 9-10,Arts/Humanities,CBSE,Above 90%,Somewhat unclear,6–12 months,Myself,YouTube,Online courses,Government/UPSC,AI career roadmap,Social status,4,1,153.0,737.0,Yes,Anxious Achiever
R1803,19,Male,Punjab,Metro,,Undergraduate,Science PCB,CBSE,Above 90%,Not clear at all,3–6 months,Myself,Social Media,Coaching classes,Medicine/Healthcare,AI career roadmap,Financial security,3,2,360.0,1277.0,No,Passive Explorer
R1804,22,Female,Uttar Pradesh,Metro,₹5–10L,Undergraduate,Science PCM,CBSE,80–90%,Not clear at all,1–2 years,Both equally,YouTube,Coaching classes,Engineering/Tech,Entrance exam navigator,Passion/Interest,5,3,272.0,819.0,No,Confused Drifter
R1805,18,Male,Tamil Nadu,Rural,₹2–5L,Class 9-10,Commerce,CBSE,70–80%,Not clear at all,More than 2 years,Both equally,Family/Friends,Nothing,Engineering/Tech,College matchmaking,Social status,3,2,165.0,473.0,No,Passive Explorer
R1806,16,Male,Rajasthan,Tier-3,₹5–10L,Postgraduate,Science PCB,CBSE,70–80%,Not clear at all,1–2 years,Parents,YouTube,Online courses,Engineering/Tech,AI career roadmap,Passion/Interest,2,3,251.0,652.0,No,Confused Drifter
R1807,21,Prefer not to say,Kerala,Tier-2,Below ₹2L,Class 11-12,Science PCM,State Board,Above 90%,Somewhat clear,3–6 months,Parents,Social Media,Online courses,Engineering/Tech,AI career roadmap,Passion/Interest,5,4,236.0,1006.0,Yes,Career Switcher
R1808,25,Female,Rajasthan,Tier-3,₹10–20L,Undergraduate,Science PCM,CBSE,Above 90%,Somewhat unclear,6–12 months,Both equally,YouTube,Online courses,Engineering/Tech,College matchmaking,Passion/Interest,2,4,324.0,1341.0,Yes,Confused Drifter
R1809,16,Prefer not to say,Gujarat,Tier-2,Above ₹20L,Class 11-12,Science PCB,IB,70–80%,Somewhat unclear,Within 3 months,Teachers/Counsellor,YouTube,Career counsellor,Medicine/Healthcare,College matchmaking,Passion/Interest,5,3,523.0,1310.0,No,Anxious Achiever
R1810,18,Prefer not to say,Andhra Pradesh,Metro,Below ₹2L,Postgraduate,Commerce,CBSE,80–90%,Very clear,Within 3 months,Both equally,YouTube,Coaching classes,Business/Management,Entrance exam navigator,Passion/Interest,1,5,312.0,956.0,Yes,Focused Climber
R1811,17,Male,Rajasthan,Rural,₹2–5L,Class 9-10,Commerce,CBSE,Above 90%,Very clear,3–6 months,Both equally,Family/Friends,Career counsellor,Business/Management,AI career roadmap,Passion/Interest,5,4,313.0,1525.0,Yes,Focused Climber
R1812,19,Female,Rajasthan,Tier-2,₹5–10L,Class 11-12,Arts/Humanities,Other,80–90%,Not clear at all,1–2 years,Teachers/Counsellor,Family/Friends,Nothing,Government/UPSC,Skill assessment,Social status,5,4,272.0,912.0,No,Confused Drifter
R1813,19,Male,Tamil Nadu,Tier-3,₹10–20L,Class 11-12,Commerce,ICSE,80–90%,Very clear,Within 3 months,Both equally,School Counsellor,Online courses,Business/Management,1-on-1 mentorship,Passion/Interest,4,4,553.0,2559.0,Yes,Focused Climber
R1814,20,Male,Maharashtra,Tier-3,₹5–10L,Class 11-12,Science PCB,Other,Above 90%,Not clear at all,1–2 years,Relatives,Career Books,Nothing,Medicine/Healthcare,AI career roadmap,Social status,3,4,253.0,983.0,No,Confused Drifter
R1815,23,Male,Other,Metro,Below ₹2L,Class 11-12,Commerce,ICSE,Above 90%,Not clear at all,6–12 months,Parents,School Counsellor,Coaching classes,Arts/Design,AI career roadmap,Passion/Interest,1,1,180.0,477.0,No,Confused Drifter
R1816,17,Prefer not to say,Madhya Pradesh,Tier-3,₹10–20L,Undergraduate,Not Applicable,State Board,70–80%,Somewhat unclear,3–6 months,Both equally,Online Platforms,Online courses,Arts/Design,1-on-1 mentorship,Unclear,5,1,465.0,2010.0,Yes,Anxious Achiever
R1817,21,Male,Uttar Pradesh,Tier-2,Below ₹2L,Class 11-12,Science PCB,State Board,Above 90%,Somewhat unclear,1–2 years,Both equally,YouTube,Coaching classes,Medicine/Healthcare,Entrance exam navigator,Financial security,5,5,187.0,671.0,No,Anxious Achiever
R1818,21,Male,West Bengal,Rural,₹2–5L,Postgraduate,Science PCM,CBSE,70–80%,Somewhat unclear,3–6 months,Both equally,Online Platforms,Coaching classes,Education/Teaching,1-on-1 mentorship,Financial security,2,3,219.0,828.0,Yes,Anxious Achiever
R1819,17,Female,Rajasthan,Tier-2,₹5–10L,Undergraduate,Science PCM,State Board,70–80%,Somewhat clear,More than 2 years,Parents,Family/Friends,Online courses,Engineering/Tech,1-on-1 mentorship,Financial security,2,4,346.0,1558.0,Yes,Career Switcher
R1820,16,Female,Uttar Pradesh,Rural,₹5–10L,Working Professional,Vocational,State Board,70–80%,Not clear at all,1–2 years,Myself,Social Media,Coaching classes,Law,Scholarship finder,Family expectations,3,4,271.0,1270.0,No,Confused Drifter
R1821,16,Female,Tamil Nadu,Tier-3,₹2–5L,Class 9-10,Science PCB,State Board,70–80%,Very clear,1–2 years,Both equally,Family/Friends,Exam prep material,Medicine/Healthcare,AI career roadmap,Unclear,5,3,350.0,1272.0,No,Focused Climber
R1822,17,Male,Punjab,Metro,₹5–10L,Postgraduate,Commerce,ICSE,60–70%,Somewhat unclear,Within 3 months,Parents,School Counsellor,Online courses,Government/UPSC,AI career roadmap,Financial security,4,4,373.0,989.0,Yes,Anxious Achiever
R1823,15,Female,Punjab,Tier-2,₹10–20L,Undergraduate,Arts/Humanities,State Board,70–80%,Somewhat unclear,Within 3 months,Both equally,School Counsellor,Online courses,Business/Management,Scholarship finder,Passion/Interest,4,1,420.0,1730.0,Yes,Anxious Achiever
R1824,17,Male,Andhra Pradesh,Tier-3,₹2–5L,Class 11-12,Not Applicable,CBSE,60–70%,Not clear at all,6–12 months,Both equally,Social Media,Online courses,Law,1-on-1 mentorship,Social status,5,1,184.0,794.0,No,Confused Drifter
R1825,17,Female,Gujarat,Tier-2,₹5–10L,Class 11-12,Science PCB,State Board,Above 90%,Very clear,3–6 months,Both equally,YouTube,Coaching classes,Medicine/Healthcare,College matchmaking,Family expectations,3,4,428.0,2125.0,Yes,Focused Climber
R1826,21,Female,Madhya Pradesh,Tier-2,₹2–5L,Postgraduate,Vocational,CBSE,70–80%,Somewhat clear,3–6 months,Both equally,YouTube,Career counsellor,Arts/Design,College matchmaking,Unclear,3,4,281.0,950.0,Yes,Career Switcher
R1827,16,Male,Kerala,Tier-3,₹5–10L,Class 9-10,Science PCB,CBSE,Above 90%,Not clear at all,6–12 months,Both equally,Family/Friends,Online courses,Medicine/Healthcare,College matchmaking,Passion/Interest,4,4,243.0,840.0,No,Confused Drifter
R1828,21,Male,West Bengal,Tier-3,Below ₹2L,Undergraduate,Science PCB,IB,60–70%,Somewhat clear,Within 3 months,Both equally,YouTube,Exam prep material,Medicine/Healthcare,College matchmaking,Financial security,2,4,238.0,995.0,Yes,Career Switcher
R1829,19,Female,Uttar Pradesh,Rural,₹10–20L,Class 11-12,Vocational,State Board,60–70%,Not clear at all,More than 2 years,Teachers/Counsellor,Career Books,Coaching classes,Arts/Design,Scholarship finder,Family expectations,5,2,261.0,719.0,No,Confused Drifter
R1830,18,Male,Maharashtra,Tier-2,₹2–5L,Undergraduate,Commerce,ICSE,80–90%,Very clear,1–2 years,Both equally,School Counsellor,Nothing,Business/Management,Scholarship finder,Passion/Interest,3,2,374.0,1131.0,No,Focused Climber
R1831,16,Male,Karnataka,Metro,₹2–5L,Postgraduate,Science PCB,State Board,60–70%,Somewhat unclear,Within 3 months,Parents,Family/Friends,Exam prep material,Business/Management,AI career roadmap,Family expectations,4,1,333.0,1646.0,Yes,Anxious Achiever
R1832,15,Female,Andhra Pradesh,Tier-2,₹5–10L,Class 11-12,Commerce,CBSE,80–90%,Somewhat unclear,1–2 years,Myself,Family/Friends,Coaching classes,Business/Management,Skill assessment,Social status,3,1,277.0,1361.0,No,Anxious Achiever
R1833,15,Male,Uttar Pradesh,Tier-2,,Class 11-12,Science PCB,CBSE,70–80%,Somewhat clear,More than 2 years,Both equally,Social Media,Coaching classes,Arts/Design,AI career roadmap,Social status,5,4,507.0,1803.0,Yes,Career Switcher
R1834,19,Female,Uttar Pradesh,Tier-2,₹10–20L,Postgraduate,Science PCB,CBSE,70–80%,Somewhat unclear,Within 3 months,Myself,YouTube,Exam prep material,Medicine/Healthcare,College matchmaking,Financial security,3,2,578.0,1945.0,Yes,Career Switcher
R1835,20,Male,Maharashtra,Tier-3,₹2–5L,Class 11-12,Science PCB,CBSE,60–70%,Somewhat clear,1–2 years,Both equally,YouTube,Coaching classes,Arts/Design,AI career roadmap,Unclear,5,4,344.0,1192.0,Yes,Focused Climber
R1836,18,Female,West Bengal,Tier-3,₹10–20L,Undergraduate,Commerce,State Board,Above 90%,Somewhat unclear,Within 3 months,Both equally,YouTube,Nothing,Business/Management,1-on-1 mentorship,Passion/Interest,3,2,418.0,1269.0,Yes,Anxious Achiever
R1837,18,Female,Maharashtra,Tier-3,₹2–5L,Undergraduate,Not Applicable,State Board,60–70%,Not clear at all,6–12 months,Parents,Family/Friends,Nothing,Business/Management,AI career roadmap,Family expectations,3,5,44.0,148.0,Yes,Passive Explorer
R1838,19,Male,Other,Metro,₹2–5L,Class 11-12,Not Applicable,CBSE,Above 90%,Very clear,3–6 months,Parents,Family/Friends,Online courses,Education/Teaching,Scholarship finder,Passion/Interest,3,2,432.0,1244.0,Yes,Focused Climber
R1839,15,Male,Uttar Pradesh,Rural,₹10–20L,Class 11-12,Arts/Humanities,ICSE,80–90%,Somewhat unclear,Within 3 months,Parents,School Counsellor,Online courses,Law,AI career roadmap,Financial security,4,4,339.0,982.0,Yes,Anxious Achiever
R1840,16,Male,Other,Metro,₹10–20L,Class 11-12,Science PCM,CBSE,80–90%,Very clear,Within 3 months,Myself,Family/Friends,Online courses,Engineering/Tech,Entrance exam navigator,Passion/Interest,5,5,694.0,2426.0,Yes,Focused Climber
R1841,23,Female,Tamil Nadu,Metro,Below ₹2L,Postgraduate,Arts/Humanities,State Board,80–90%,Not clear at all,1–2 years,Myself,Family/Friends,Nothing,Law,Skill assessment,Passion/Interest,4,1,96.0,398.0,No,Passive Explorer
R1842,17,Female,Tamil Nadu,Tier-2,₹2–5L,Class 11-12,Science PCM,CBSE,80–90%,Somewhat unclear,Within 3 months,Parents,School Counsellor,Nothing,Law,College matchmaking,Unclear,5,4,309.0,1122.0,Yes,Anxious Achiever
R1843,21,Male,West Bengal,Tier-3,₹2–5L,Undergraduate,Arts/Humanities,ICSE,80–90%,Somewhat clear,More than 2 years,Relatives,Career Books,Online courses,Science Research,1-on-1 mentorship,Passion/Interest,2,5,232.0,754.0,Yes,Career Switcher
R1844,18,Female,Uttar Pradesh,Tier-3,₹5–10L,Undergraduate,Vocational,CBSE,Above 90%,Not clear at all,More than 2 years,Parents,YouTube,Coaching classes,Science Research,Scholarship finder,Passion/Interest,4,1,311.0,830.0,No,Confused Drifter
R1845,22,Male,Uttar Pradesh,Metro,₹5–10L,Postgraduate,Commerce,CBSE,80–90%,Somewhat unclear,3–6 months,Both equally,School Counsellor,Nothing,Law,Entrance exam navigator,Passion/Interest,5,5,363.0,1709.0,Yes,Anxious Achiever
R1846,19,Male,Gujarat,Tier-2,Above ₹20L,Undergraduate,Vocational,IB,60–70%,Not clear at all,More than 2 years,Myself,Career Books,Coaching classes,Arts/Design,AI career roadmap,Passion/Interest,4,2,442.0,2182.0,No,Confused Drifter
